Vendor,Subsidiary Col A,Sub Int ID in Prod,Sub Int in SB
UK - 1087,TIAA General Account Housing German Service GmbH,38,45
UK - 1087,Exporo Bestand 46 GmbH,35,47
UK - 1087,2.Chandos Holdings UG,32,49
UK - 1087,2.Arcangel Assets GmbH,30,50
UK - 1087,2.Ruscha Residential GmbH,29,51
UK - 1088,RI Nord GmbH,42,36
UK - 1088,RI Living GmbH,40,37
UK - 1088,Chandos Holdings UG,28,39
UK - 1088,Arcangel Assets GmbH,33,40
UK - 1088,Ruscha Residential GmbH,34,41
UK - 1088,Nuveen HoldCo,36,43
UK - 1088,TIAA General Account Housing German Property GmbH,37,44
UK - 1088,TIAA General Account Housing German Service GmbH,38,45
UK - 1088,Exporo Bestand 46 GmbH,35,47
UK - 1088,2.Chandos Holdings UG,32,49
UK - 1088,2.Arcangel Assets GmbH,30,50
UK - 1088,2.Ruscha Residential GmbH,29,51
UK - 1089,RI Nord GmbH,42,36
UK - 1089,RI Living GmbH,40,37
UK - 1089,Chandos Holdings UG,28,39
UK - 1089,Arcangel Assets GmbH,33,40
UK - 1089,Ruscha Residential GmbH,34,41
UK - 1089,Nuveen HoldCo,36,43
UK - 1089,TIAA General Account Housing German Property GmbH,37,44
UK - 1089,TIAA General Account Housing German Service GmbH,38,45
UK - 1089,Exporo Bestand 46 GmbH,35,47
UK - 1089,2.Chandos Holdings UG,32,49
UK - 1089,2.Arcangel Assets GmbH,30,50
UK - 1089,2.Ruscha Residential GmbH,29,51
UK - 1090,RI Nord GmbH,42,36
UK - 1090,RI Living GmbH,40,37
UK - 1090,Chandos Holdings UG,28,39
UK - 1090,Arcangel Assets GmbH,33,40
UK - 1090,Ruscha Residential GmbH,34,41
UK - 1090,Nuveen HoldCo,36,43
UK - 1090,TIAA General Account Housing German Property GmbH,37,44
UK - 1090,TIAA General Account Housing German Service GmbH,38,45
UK - 1090,Exporo Bestand 46 GmbH,35,47
UK - 1090,2.Chandos Holdings UG,32,49
UK - 1090,2.Arcangel Assets GmbH,30,50
UK - 1090,2.Ruscha Residential GmbH,29,51
UK - 1091,RI Nord GmbH,42,36
UK - 1091,RI Living GmbH,40,37
UK - 1091,Chandos Holdings UG,28,39
UK - 1091,Arcangel Assets GmbH,33,40
UK - 1091,Ruscha Residential GmbH,34,41
UK - 1091,Nuveen HoldCo,36,43
UK - 1091,TIAA General Account Housing German Property GmbH,37,44
UK - 1091,TIAA General Account Housing German Service GmbH,38,45
UK - 1091,Exporo Bestand 46 GmbH,35,47
UK - 1091,2.Chandos Holdings UG,32,49
UK - 1091,2.Arcangel Assets GmbH,30,50
UK - 1091,2.Ruscha Residential GmbH,29,51
UK - 1092,RI Nord GmbH,42,36
UK - 1092,RI Living GmbH,40,37
UK - 1092,Chandos Holdings UG,28,39
UK - 1092,Arcangel Assets GmbH,33,40
UK - 1092,Ruscha Residential GmbH,34,41
UK - 1092,Nuveen HoldCo,36,43
UK - 1092,TIAA General Account Housing German Property GmbH,37,44
UK - 1092,TIAA General Account Housing German Service GmbH,38,45
UK - 1092,Exporo Bestand 46 GmbH,35,47
UK - 1092,2.Chandos Holdings UG,32,49
UK - 1092,2.Arcangel Assets GmbH,30,50
UK - 1092,2.Ruscha Residential GmbH,29,51
UK - 1093,RI Nord GmbH,42,36
UK - 1093,RI Living GmbH,40,37
UK - 1093,Chandos Holdings UG,28,39
UK - 1093,Arcangel Assets GmbH,33,40
UK - 1093,Ruscha Residential GmbH,34,41
UK - 1093,Nuveen HoldCo,36,43
UK - 1093,TIAA General Account Housing German Property GmbH,37,44
UK - 1093,TIAA General Account Housing German Service GmbH,38,45
UK - 1093,Exporo Bestand 46 GmbH,35,47
UK - 1093,2.Chandos Holdings UG,32,49
UK - 1093,2.Arcangel Assets GmbH,30,50
UK - 1093,2.Ruscha Residential GmbH,29,51
UK - 1094,RI Nord GmbH,42,36
UK - 1094,RI Living GmbH,40,37
UK - 1094,Chandos Holdings UG,28,39
UK - 1094,Arcangel Assets GmbH,33,40
UK - 1094,Ruscha Residential GmbH,34,41
UK - 1094,Nuveen HoldCo,36,43
UK - 1094,TIAA General Account Housing German Property GmbH,37,44
UK - 1094,TIAA General Account Housing German Service GmbH,38,45
UK - 1094,Exporo Bestand 46 GmbH,35,47
UK - 1094,2.Chandos Holdings UG,32,49
UK - 1094,2.Arcangel Assets GmbH,30,50
UK - 1094,2.Ruscha Residential GmbH,29,51
UK - 1095,RI Nord GmbH,42,36
UK - 1095,RI Living GmbH,40,37
UK - 1095,Chandos Holdings UG,28,39
UK - 1095,Arcangel Assets GmbH,33,40
UK - 1095,Ruscha Residential GmbH,34,41
UK - 1095,Nuveen HoldCo,36,43
UK - 1095,TIAA General Account Housing German Property GmbH,37,44
UK - 1095,TIAA General Account Housing German Service GmbH,38,45
UK - 1095,Exporo Bestand 46 GmbH,35,47
UK - 1095,2.Chandos Holdings UG,32,49
UK - 1095,2.Arcangel Assets GmbH,30,50
UK - 1095,2.Ruscha Residential GmbH,29,51
UK - 1098,RI Nord GmbH,42,36
UK - 1098,RI Living GmbH,40,37
UK - 1098,Chandos Holdings UG,28,39
UK - 1098,Arcangel Assets GmbH,33,40
UK - 1098,Ruscha Residential GmbH,34,41
UK - 1098,Nuveen HoldCo,36,43
UK - 1098,TIAA General Account Housing German Property GmbH,37,44
UK - 1098,TIAA General Account Housing German Service GmbH,38,45
UK - 1098,Exporo Bestand 46 GmbH,35,47
UK - 1098,2.Chandos Holdings UG,32,49
UK - 1098,2.Arcangel Assets GmbH,30,50
UK - 1098,2.Ruscha Residential GmbH,29,51
UK - 1099,RI Nord GmbH,42,36
UK - 1099,RI Living GmbH,40,37
UK - 1099,Chandos Holdings UG,28,39
UK - 1099,Arcangel Assets GmbH,33,40
UK - 1099,Ruscha Residential GmbH,34,41
UK - 1099,Nuveen HoldCo,36,43
UK - 1099,TIAA General Account Housing German Property GmbH,37,44
UK - 1099,TIAA General Account Housing German Service GmbH,38,45
UK - 1099,Exporo Bestand 46 GmbH,35,47
UK - 1099,2.Chandos Holdings UG,32,49
UK - 1099,2.Arcangel Assets GmbH,30,50
UK - 1099,2.Ruscha Residential GmbH,29,51
UK - 1103,RI Nord GmbH,42,36
UK - 1103,RI Living GmbH,40,37
UK - 1103,Chandos Holdings UG,28,39
UK - 1103,Arcangel Assets GmbH,33,40
UK - 1103,Ruscha Residential GmbH,34,41
UK - 1103,Nuveen HoldCo,36,43
UK - 1103,TIAA General Account Housing German Property GmbH,37,44
UK - 1103,TIAA General Account Housing German Service GmbH,38,45
UK - 1103,Exporo Bestand 46 GmbH,35,47
UK - 1103,2.Chandos Holdings UG,32,49
UK - 1103,2.Arcangel Assets GmbH,30,50
UK - 1103,2.Ruscha Residential GmbH,29,51
UK - 1105,RI Nord GmbH,42,36
UK - 1105,RI Living GmbH,40,37
UK - 1105,Chandos Holdings UG,28,39
UK - 1105,Arcangel Assets GmbH,33,40
UK - 1105,Ruscha Residential GmbH,34,41
UK - 1105,Nuveen HoldCo,36,43
UK - 1105,TIAA General Account Housing German Property GmbH,37,44
UK - 1105,TIAA General Account Housing German Service GmbH,38,45
UK - 1105,Exporo Bestand 46 GmbH,35,47
UK - 1105,2.Chandos Holdings UG,32,49
UK - 1105,2.Arcangel Assets GmbH,30,50
UK - 1105,2.Ruscha Residential GmbH,29,51
UK - 1106,RI Nord GmbH,42,36
UK - 1106,RI Living GmbH,40,37
UK - 1106,Chandos Holdings UG,28,39
UK - 1106,Arcangel Assets GmbH,33,40
UK - 1106,Ruscha Residential GmbH,34,41
UK - 1106,Nuveen HoldCo,36,43
UK - 1106,TIAA General Account Housing German Property GmbH,37,44
UK - 1106,TIAA General Account Housing German Service GmbH,38,45
UK - 1106,Exporo Bestand 46 GmbH,35,47
UK - 1106,2.Chandos Holdings UG,32,49
UK - 1106,2.Arcangel Assets GmbH,30,50
UK - 1106,2.Ruscha Residential GmbH,29,51
UK - 1107,RI Nord GmbH,42,36
UK - 1107,RI Living GmbH,40,37
UK - 1107,Chandos Holdings UG,28,39
UK - 1107,Arcangel Assets GmbH,33,40
UK - 1107,Ruscha Residential GmbH,34,41
UK - 1107,Nuveen HoldCo,36,43
UK - 1107,TIAA General Account Housing German Property GmbH,37,44
UK - 1107,TIAA General Account Housing German Service GmbH,38,45
UK - 1107,Exporo Bestand 46 GmbH,35,47
UK - 1107,2.Chandos Holdings UG,32,49
UK - 1107,2.Arcangel Assets GmbH,30,50
UK - 1107,2.Ruscha Residential GmbH,29,51
UK - 1108,RI Nord GmbH,42,36
UK - 1108,RI Living GmbH,40,37
UK - 1108,Chandos Holdings UG,28,39
UK - 1108,Arcangel Assets GmbH,33,40
UK - 1108,Ruscha Residential GmbH,34,41
UK - 1108,Nuveen HoldCo,36,43
UK - 1108,TIAA General Account Housing German Property GmbH,37,44
UK - 1108,TIAA General Account Housing German Service GmbH,38,45
UK - 1108,Exporo Bestand 46 GmbH,35,47
UK - 1108,2.Chandos Holdings UG,32,49
UK - 1108,2.Arcangel Assets GmbH,30,50
UK - 1108,2.Ruscha Residential GmbH,29,51
UK - 1109,RI Nord GmbH,42,36
UK - 1109,RI Living GmbH,40,37
UK - 1109,Chandos Holdings UG,28,39
UK - 1109,Arcangel Assets GmbH,33,40
UK - 1109,Ruscha Residential GmbH,34,41
UK - 1109,Nuveen HoldCo,36,43
UK - 1109,TIAA General Account Housing German Property GmbH,37,44
UK - 1109,TIAA General Account Housing German Service GmbH,38,45
UK - 1109,Exporo Bestand 46 GmbH,35,47
UK - 1109,2.Chandos Holdings UG,32,49
UK - 1109,2.Arcangel Assets GmbH,30,50
UK - 1109,2.Ruscha Residential GmbH,29,51
UK - 1110,RI Nord GmbH,42,36
UK - 1110,RI Living GmbH,40,37
UK - 1110,Chandos Holdings UG,28,39
UK - 1110,Arcangel Assets GmbH,33,40
UK - 1110,Ruscha Residential GmbH,34,41
UK - 1110,Nuveen HoldCo,36,43
UK - 1110,TIAA General Account Housing German Property GmbH,37,44
UK - 1110,TIAA General Account Housing German Service GmbH,38,45
UK - 1110,Exporo Bestand 46 GmbH,35,47
UK - 1110,2.Chandos Holdings UG,32,49
UK - 1110,2.Arcangel Assets GmbH,30,50
UK - 1110,2.Ruscha Residential GmbH,29,51
UK - 1111,RI Nord GmbH,42,36
UK - 1111,RI Living GmbH,40,37
UK - 1111,Chandos Holdings UG,28,39
UK - 1111,Arcangel Assets GmbH,33,40
UK - 1111,Ruscha Residential GmbH,34,41
UK - 1111,Nuveen HoldCo,36,43
UK - 1111,TIAA General Account Housing German Property GmbH,37,44
UK - 1111,TIAA General Account Housing German Service GmbH,38,45
UK - 1111,Exporo Bestand 46 GmbH,35,47
UK - 1111,2.Chandos Holdings UG,32,49
UK - 1111,2.Arcangel Assets GmbH,30,50
UK - 1111,2.Ruscha Residential GmbH,29,51
UK - 1112,RI Nord GmbH,42,36
UK - 1112,RI Living GmbH,40,37
UK - 1112,Chandos Holdings UG,28,39
UK - 1112,Arcangel Assets GmbH,33,40
UK - 1112,Ruscha Residential GmbH,34,41
UK - 1112,Nuveen HoldCo,36,43
UK - 1112,TIAA General Account Housing German Property GmbH,37,44
UK - 1112,TIAA General Account Housing German Service GmbH,38,45
UK - 1112,Exporo Bestand 46 GmbH,35,47
UK - 1112,2.Chandos Holdings UG,32,49
UK - 1112,2.Arcangel Assets GmbH,30,50
UK - 1112,2.Ruscha Residential GmbH,29,51
UK - 1114,RI Nord GmbH,42,36
UK - 1114,RI Living GmbH,40,37
UK - 1114,Chandos Holdings UG,28,39
UK - 1114,Arcangel Assets GmbH,33,40
UK - 1114,Ruscha Residential GmbH,34,41
UK - 1114,Nuveen HoldCo,36,43
UK - 1114,TIAA General Account Housing German Property GmbH,37,44
UK - 1114,TIAA General Account Housing German Service GmbH,38,45
UK - 1114,Exporo Bestand 46 GmbH,35,47
UK - 1114,2.Chandos Holdings UG,32,49
UK - 1114,2.Arcangel Assets GmbH,30,50
UK - 1114,2.Ruscha Residential GmbH,29,51
UK - 1115,RI Nord GmbH,42,36
UK - 1115,RI Living GmbH,40,37
UK - 1115,Chandos Holdings UG,28,39
UK - 1115,Arcangel Assets GmbH,33,40
UK - 1115,Ruscha Residential GmbH,34,41
UK - 1115,Nuveen HoldCo,36,43
UK - 1115,TIAA General Account Housing German Property GmbH,37,44
UK - 1115,TIAA General Account Housing German Service GmbH,38,45
UK - 1115,Exporo Bestand 46 GmbH,35,47
UK - 1115,2.Chandos Holdings UG,32,49
UK - 1115,2.Arcangel Assets GmbH,30,50
UK - 1115,2.Ruscha Residential GmbH,29,51
UK - 1117,RI Nord GmbH,42,36
UK - 1117,RI Living GmbH,40,37
UK - 1117,Chandos Holdings UG,28,39
UK - 1117,Arcangel Assets GmbH,33,40
UK - 1117,Ruscha Residential GmbH,34,41
UK - 1117,Nuveen HoldCo,36,43
UK - 1117,TIAA General Account Housing German Property GmbH,37,44
UK - 1117,TIAA General Account Housing German Service GmbH,38,45
UK - 1117,Exporo Bestand 46 GmbH,35,47
UK - 1117,2.Chandos Holdings UG,32,49
UK - 1117,2.Arcangel Assets GmbH,30,50
UK - 1117,2.Ruscha Residential GmbH,29,51
UK - 1118,RI Nord GmbH,42,36
UK - 1118,RI Living GmbH,40,37
UK - 1118,Chandos Holdings UG,28,39
UK - 1118,Arcangel Assets GmbH,33,40
UK - 1118,Ruscha Residential GmbH,34,41
UK - 1118,Nuveen HoldCo,36,43
UK - 1118,TIAA General Account Housing German Property GmbH,37,44
UK - 1118,TIAA General Account Housing German Service GmbH,38,45
UK - 1118,Exporo Bestand 46 GmbH,35,47
UK - 1118,2.Chandos Holdings UG,32,49
UK - 1118,2.Arcangel Assets GmbH,30,50
UK - 1118,2.Ruscha Residential GmbH,29,51
UK - 1119,RI Nord GmbH,42,36
UK - 1119,RI Living GmbH,40,37
UK - 1119,Chandos Holdings UG,28,39
UK - 1119,Arcangel Assets GmbH,33,40
UK - 1119,Ruscha Residential GmbH,34,41
UK - 1119,Nuveen HoldCo,36,43
UK - 1119,TIAA General Account Housing German Property GmbH,37,44
UK - 1119,TIAA General Account Housing German Service GmbH,38,45
UK - 1119,Exporo Bestand 46 GmbH,35,47
UK - 1119,2.Chandos Holdings UG,32,49
UK - 1119,2.Arcangel Assets GmbH,30,50
UK - 1119,2.Ruscha Residential GmbH,29,51
UK - 1120,RI Nord GmbH,42,36
UK - 1120,RI Living GmbH,40,37
UK - 1120,Chandos Holdings UG,28,39
UK - 1120,Arcangel Assets GmbH,33,40
UK - 1120,Ruscha Residential GmbH,34,41
UK - 1120,Nuveen HoldCo,36,43
UK - 1120,TIAA General Account Housing German Property GmbH,37,44
UK - 1120,TIAA General Account Housing German Service GmbH,38,45
UK - 1120,Exporo Bestand 46 GmbH,35,47
UK - 1120,2.Chandos Holdings UG,32,49
UK - 1120,2.Arcangel Assets GmbH,30,50
UK - 1120,2.Ruscha Residential GmbH,29,51
UK - 1121,RI Nord GmbH,42,36
UK - 1121,RI Living GmbH,40,37
UK - 1121,Chandos Holdings UG,28,39
UK - 1121,Arcangel Assets GmbH,33,40
UK - 1121,Ruscha Residential GmbH,34,41
UK - 1121,Nuveen HoldCo,36,43
UK - 1121,TIAA General Account Housing German Property GmbH,37,44
UK - 1121,TIAA General Account Housing German Service GmbH,38,45
UK - 1121,Exporo Bestand 46 GmbH,35,47
UK - 1121,2.Chandos Holdings UG,32,49
UK - 1121,2.Arcangel Assets GmbH,30,50
UK - 1121,2.Ruscha Residential GmbH,29,51
UK - 1122,RI Nord GmbH,42,36
UK - 1122,RI Living GmbH,40,37
UK - 1122,Chandos Holdings UG,28,39
UK - 1122,Arcangel Assets GmbH,33,40
UK - 1122,Ruscha Residential GmbH,34,41
UK - 1122,Nuveen HoldCo,36,43
UK - 1122,TIAA General Account Housing German Property GmbH,37,44
UK - 1122,TIAA General Account Housing German Service GmbH,38,45
UK - 1122,Exporo Bestand 46 GmbH,35,47
UK - 1122,2.Chandos Holdings UG,32,49
UK - 1122,2.Arcangel Assets GmbH,30,50
UK - 1122,2.Ruscha Residential GmbH,29,51
UK - 1123,RI Nord GmbH,42,36
UK - 1123,RI Living GmbH,40,37
UK - 1123,Chandos Holdings UG,28,39
UK - 1123,Arcangel Assets GmbH,33,40
UK - 1123,Ruscha Residential GmbH,34,41
UK - 1123,Nuveen HoldCo,36,43
UK - 1123,TIAA General Account Housing German Property GmbH,37,44
UK - 1123,TIAA General Account Housing German Service GmbH,38,45
UK - 1123,Exporo Bestand 46 GmbH,35,47
UK - 1123,2.Chandos Holdings UG,32,49
UK - 1123,2.Arcangel Assets GmbH,30,50
UK - 1123,2.Ruscha Residential GmbH,29,51
UK - 1124,RI Nord GmbH,42,36
UK - 1124,RI Living GmbH,40,37
UK - 1124,Chandos Holdings UG,28,39
UK - 1124,Arcangel Assets GmbH,33,40
UK - 1124,Ruscha Residential GmbH,34,41
UK - 1124,Nuveen HoldCo,36,43
UK - 1124,TIAA General Account Housing German Property GmbH,37,44
UK - 1124,TIAA General Account Housing German Service GmbH,38,45
UK - 1124,Exporo Bestand 46 GmbH,35,47
UK - 1124,2.Chandos Holdings UG,32,49
UK - 1124,2.Arcangel Assets GmbH,30,50
UK - 1124,2.Ruscha Residential GmbH,29,51
UK - 1125,RI Nord GmbH,42,36
UK - 1125,RI Living GmbH,40,37
UK - 1125,Chandos Holdings UG,28,39
UK - 1125,Arcangel Assets GmbH,33,40
UK - 1125,Ruscha Residential GmbH,34,41
UK - 1125,Nuveen HoldCo,36,43
UK - 1125,TIAA General Account Housing German Property GmbH,37,44
UK - 1125,TIAA General Account Housing German Service GmbH,38,45
UK - 1125,Exporo Bestand 46 GmbH,35,47
UK - 1125,2.Chandos Holdings UG,32,49
UK - 1125,2.Arcangel Assets GmbH,30,50
UK - 1125,2.Ruscha Residential GmbH,29,51
UK - 1126,RI Nord GmbH,42,36
UK - 1126,RI Living GmbH,40,37
UK - 1126,Chandos Holdings UG,28,39
UK - 1126,Arcangel Assets GmbH,33,40
UK - 1126,Ruscha Residential GmbH,34,41
UK - 1126,Nuveen HoldCo,36,43
UK - 1126,TIAA General Account Housing German Property GmbH,37,44
UK - 1126,TIAA General Account Housing German Service GmbH,38,45
UK - 1126,Exporo Bestand 46 GmbH,35,47
UK - 1126,2.Chandos Holdings UG,32,49
UK - 1126,2.Arcangel Assets GmbH,30,50
UK - 1126,2.Ruscha Residential GmbH,29,51
UK - 1127,RI Nord GmbH,42,36
UK - 1127,RI Living GmbH,40,37
UK - 1127,Chandos Holdings UG,28,39
UK - 1127,Arcangel Assets GmbH,33,40
UK - 1127,Ruscha Residential GmbH,34,41
UK - 1127,Nuveen HoldCo,36,43
UK - 1127,TIAA General Account Housing German Property GmbH,37,44
UK - 1127,TIAA General Account Housing German Service GmbH,38,45
UK - 1127,Exporo Bestand 46 GmbH,35,47
UK - 1127,2.Chandos Holdings UG,32,49
UK - 1127,2.Arcangel Assets GmbH,30,50
UK - 1127,2.Ruscha Residential GmbH,29,51
UK - 1128,RI Nord GmbH,42,36
UK - 1128,RI Living GmbH,40,37
UK - 1128,Chandos Holdings UG,28,39
UK - 1128,Arcangel Assets GmbH,33,40
UK - 1128,Ruscha Residential GmbH,34,41
UK - 1128,Nuveen HoldCo,36,43
UK - 1128,TIAA General Account Housing German Property GmbH,37,44
UK - 1128,TIAA General Account Housing German Service GmbH,38,45
UK - 1128,Exporo Bestand 46 GmbH,35,47
UK - 1128,2.Chandos Holdings UG,32,49
UK - 1128,2.Arcangel Assets GmbH,30,50
UK - 1128,2.Ruscha Residential GmbH,29,51
UK - 1129,RI Nord GmbH,42,36
UK - 1129,RI Living GmbH,40,37
UK - 1129,Chandos Holdings UG,28,39
UK - 1129,Arcangel Assets GmbH,33,40
UK - 1129,Ruscha Residential GmbH,34,41
UK - 1129,Nuveen HoldCo,36,43
UK - 1129,TIAA General Account Housing German Property GmbH,37,44
UK - 1129,TIAA General Account Housing German Service GmbH,38,45
UK - 1129,Exporo Bestand 46 GmbH,35,47
UK - 1129,2.Chandos Holdings UG,32,49
UK - 1129,2.Arcangel Assets GmbH,30,50
UK - 1129,2.Ruscha Residential GmbH,29,51
UK - 1130,RI Nord GmbH,42,36
UK - 1130,RI Living GmbH,40,37
UK - 1130,Chandos Holdings UG,28,39
UK - 1130,Arcangel Assets GmbH,33,40
UK - 1130,Ruscha Residential GmbH,34,41
UK - 1130,Nuveen HoldCo,36,43
UK - 1130,TIAA General Account Housing German Property GmbH,37,44
UK - 1130,TIAA General Account Housing German Service GmbH,38,45
UK - 1130,Exporo Bestand 46 GmbH,35,47
UK - 1130,2.Chandos Holdings UG,32,49
UK - 1130,2.Arcangel Assets GmbH,30,50
UK - 1130,2.Ruscha Residential GmbH,29,51
UK - 1131,RI Nord GmbH,42,36
UK - 1131,RI Living GmbH,40,37
UK - 1131,Chandos Holdings UG,28,39
UK - 1131,Arcangel Assets GmbH,33,40
UK - 1131,Ruscha Residential GmbH,34,41
UK - 1131,Nuveen HoldCo,36,43
UK - 1131,TIAA General Account Housing German Property GmbH,37,44
UK - 1131,TIAA General Account Housing German Service GmbH,38,45
UK - 1131,Exporo Bestand 46 GmbH,35,47
UK - 1131,2.Chandos Holdings UG,32,49
UK - 1131,2.Arcangel Assets GmbH,30,50
UK - 1131,2.Ruscha Residential GmbH,29,51
UK - 1132,RI Nord GmbH,42,36
UK - 1132,RI Living GmbH,40,37
UK - 1132,Chandos Holdings UG,28,39
UK - 1132,Arcangel Assets GmbH,33,40
UK - 1132,Ruscha Residential GmbH,34,41
UK - 1132,Nuveen HoldCo,36,43
UK - 1132,TIAA General Account Housing German Property GmbH,37,44
UK - 1132,TIAA General Account Housing German Service GmbH,38,45
UK - 1132,Exporo Bestand 46 GmbH,35,47
UK - 1132,2.Chandos Holdings UG,32,49
UK - 1132,2.Arcangel Assets GmbH,30,50
UK - 1132,2.Ruscha Residential GmbH,29,51
UK - 1133,RI Nord GmbH,42,36
UK - 1133,RI Living GmbH,40,37
UK - 1133,Chandos Holdings UG,28,39
UK - 1133,Arcangel Assets GmbH,33,40
UK - 1133,Ruscha Residential GmbH,34,41
UK - 1133,Nuveen HoldCo,36,43
UK - 1133,TIAA General Account Housing German Property GmbH,37,44
UK - 1133,TIAA General Account Housing German Service GmbH,38,45
UK - 1133,Exporo Bestand 46 GmbH,35,47
UK - 1133,2.Chandos Holdings UG,32,49
UK - 1133,2.Arcangel Assets GmbH,30,50
UK - 1133,2.Ruscha Residential GmbH,29,51
UK - 1136,RI Nord GmbH,42,36
UK - 1136,RI Living GmbH,40,37
UK - 1136,Chandos Holdings UG,28,39
UK - 1136,Arcangel Assets GmbH,33,40
UK - 1136,Ruscha Residential GmbH,34,41
UK - 1136,Nuveen HoldCo,36,43
UK - 1136,TIAA General Account Housing German Property GmbH,37,44
UK - 1136,TIAA General Account Housing German Service GmbH,38,45
UK - 1136,Exporo Bestand 46 GmbH,35,47
UK - 1136,2.Chandos Holdings UG,32,49
UK - 1136,2.Arcangel Assets GmbH,30,50
UK - 1136,2.Ruscha Residential GmbH,29,51
UK - 1138,RI Nord GmbH,42,36
UK - 1138,RI Living GmbH,40,37
UK - 1138,Chandos Holdings UG,28,39
UK - 1138,Arcangel Assets GmbH,33,40
UK - 1138,Ruscha Residential GmbH,34,41
UK - 1138,Nuveen HoldCo,36,43
UK - 1138,TIAA General Account Housing German Property GmbH,37,44
UK - 1138,TIAA General Account Housing German Service GmbH,38,45
UK - 1138,Exporo Bestand 46 GmbH,35,47
UK - 1138,2.Chandos Holdings UG,32,49
UK - 1138,2.Arcangel Assets GmbH,30,50
UK - 1138,2.Ruscha Residential GmbH,29,51
UK - 1139,RI Nord GmbH,42,36
UK - 1139,RI Living GmbH,40,37
UK - 1139,Chandos Holdings UG,28,39
UK - 1139,Arcangel Assets GmbH,33,40
UK - 1139,Ruscha Residential GmbH,34,41
UK - 1139,Nuveen HoldCo,36,43
UK - 1139,TIAA General Account Housing German Property GmbH,37,44
UK - 1139,TIAA General Account Housing German Service GmbH,38,45
UK - 1139,Exporo Bestand 46 GmbH,35,47
UK - 1139,2.Chandos Holdings UG,32,49
UK - 1139,2.Arcangel Assets GmbH,30,50
UK - 1139,2.Ruscha Residential GmbH,29,51
UK - 1140,RI Nord GmbH,42,36
UK - 1140,RI Living GmbH,40,37
UK - 1140,Chandos Holdings UG,28,39
UK - 1140,Arcangel Assets GmbH,33,40
UK - 1140,Ruscha Residential GmbH,34,41
UK - 1140,Nuveen HoldCo,36,43
UK - 1140,TIAA General Account Housing German Property GmbH,37,44
UK - 1140,TIAA General Account Housing German Service GmbH,38,45
UK - 1140,Exporo Bestand 46 GmbH,35,47
UK - 1140,2.Chandos Holdings UG,32,49
UK - 1140,2.Arcangel Assets GmbH,30,50
UK - 1140,2.Ruscha Residential GmbH,29,51
UK - 1141,RI Nord GmbH,42,36
UK - 1141,RI Living GmbH,40,37
UK - 1141,Chandos Holdings UG,28,39
UK - 1141,Arcangel Assets GmbH,33,40
UK - 1141,Ruscha Residential GmbH,34,41
UK - 1141,Nuveen HoldCo,36,43
UK - 1141,TIAA General Account Housing German Property GmbH,37,44
UK - 1141,TIAA General Account Housing German Service GmbH,38,45
UK - 1141,Exporo Bestand 46 GmbH,35,47
UK - 1141,2.Chandos Holdings UG,32,49
UK - 1141,2.Arcangel Assets GmbH,30,50
UK - 1141,2.Ruscha Residential GmbH,29,51
UK - 1144,RI Nord GmbH,42,36
UK - 1144,RI Living GmbH,40,37
UK - 1144,Chandos Holdings UG,28,39
UK - 1144,Arcangel Assets GmbH,33,40
UK - 1144,Ruscha Residential GmbH,34,41
UK - 1144,Nuveen HoldCo,36,43
UK - 1144,TIAA General Account Housing German Property GmbH,37,44
UK - 1144,TIAA General Account Housing German Service GmbH,38,45
UK - 1144,Exporo Bestand 46 GmbH,35,47
UK - 1144,2.Chandos Holdings UG,32,49
UK - 1144,2.Arcangel Assets GmbH,30,50
UK - 1144,2.Ruscha Residential GmbH,29,51
UK - 1145,RI Nord GmbH,42,36
UK - 1145,RI Living GmbH,40,37
UK - 1145,Chandos Holdings UG,28,39
UK - 1145,Arcangel Assets GmbH,33,40
UK - 1145,Ruscha Residential GmbH,34,41
UK - 1145,Nuveen HoldCo,36,43
UK - 1145,TIAA General Account Housing German Property GmbH,37,44
UK - 1145,TIAA General Account Housing German Service GmbH,38,45
UK - 1145,Exporo Bestand 46 GmbH,35,47
UK - 1145,2.Chandos Holdings UG,32,49
UK - 1145,2.Arcangel Assets GmbH,30,50
UK - 1145,2.Ruscha Residential GmbH,29,51
UK - 1147,RI Nord GmbH,42,36
UK - 1147,RI Living GmbH,40,37
UK - 1147,Chandos Holdings UG,28,39
UK - 1147,Arcangel Assets GmbH,33,40
UK - 1147,Ruscha Residential GmbH,34,41
UK - 1147,Nuveen HoldCo,36,43
UK - 1147,TIAA General Account Housing German Property GmbH,37,44
UK - 1147,TIAA General Account Housing German Service GmbH,38,45
UK - 1147,Exporo Bestand 46 GmbH,35,47
UK - 1147,2.Chandos Holdings UG,32,49
UK - 1147,2.Arcangel Assets GmbH,30,50
UK - 1147,2.Ruscha Residential GmbH,29,51
UK - 1148,RI Nord GmbH,42,36
UK - 1148,RI Living GmbH,40,37
UK - 1148,Chandos Holdings UG,28,39
UK - 1148,Arcangel Assets GmbH,33,40
UK - 1148,Ruscha Residential GmbH,34,41
UK - 1148,Nuveen HoldCo,36,43
UK - 1148,TIAA General Account Housing German Property GmbH,37,44
UK - 1148,TIAA General Account Housing German Service GmbH,38,45
UK - 1148,Exporo Bestand 46 GmbH,35,47
UK - 1148,2.Chandos Holdings UG,32,49
UK - 1148,2.Arcangel Assets GmbH,30,50
UK - 1148,2.Ruscha Residential GmbH,29,51
